GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Projeto_Oficina_Mecanica,com.example.Projeto_Oficina_Mecanica,ProjetoOficinaMecanicaApplication,5,3,0,0,2,1,1,1,1,1
